fecha,local,visitante,goles_local,goles_visita,torneo,ciudad,pais_x,neutral,difgol,gana_local,gana_visita,ranking_local,abrev_local,ranking_visitante,abrev_visitante,dif_ranking
2015-07-14,Jamaica,El Salvador,1,0,Gold Cup,Toronto,Canada,TRUE,1,1,0,48,JAM,69,ESA,-21
2017-07-16,Jamaica,El Salvador,1,1,Gold Cup,San Antonio,United States,TRUE,0,0,0,48,JAM,69,ESA,-21
1993-03-23,El Salvador,Estados Unidos,2,2,Friendly,San Salvador,El Salvador,FALSE,0,0,0,69,"ESA
",22,EUA,47
1997-06-29,El Salvador,Estados Unidos,1,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,0,0,0,69,"ESA
",22,EUA,47
2004-10-09,El Salvador,Estados Unidos,0,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,-2,0,1,69,"ESA
",22,EUA,47
2009-03-28,El Salvador,Estados Unidos,2,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,0,0,0,69,"ESA
",22,EUA,47
1993-12-05,Estados Unidos,El Salvador,7,0,Friendly,Mission Viejo,United States,FALSE,7,1,0,22,EUA,69,ESA,-47
1996-01-16,Estados Unidos,El Salvador,2,0,Gold Cup,Anaheim,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
1996-08-30,Estados Unidos,El Salvador,3,1,Friendly,Los Angeles,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
1997-11-16,Estados Unidos,El Salvador,4,2,FIFA World Cup qualification,Foxborough,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
2002-01-27,Estados Unidos,El Salvador,4,0,Gold Cup,Pasadena,United States,FALSE,4,1,0,22,EUA,69,ESA,-47
2002-11-17,Estados Unidos,El Salvador,2,0,Friendly,Washington,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
2003-07-12,Estados Unidos,El Salvador,2,0,Gold Cup,Foxborough,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
2004-09-04,Estados Unidos,El Salvador,2,0,FIFA World Cup qualification,Foxborough,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
2007-06-12,Estados Unidos,El Salvador,4,0,Gold Cup,Foxborough,United States,FALSE,4,1,0,22,EUA,69,ESA,-47
2009-09-05,Estados Unidos,El Salvador,2,1,FIFA World Cup qualification,Sandy City,United States,FALSE,1,1,0,22,EUA,69,ESA,-47
2010-02-24,Estados Unidos,El Salvador,2,1,Friendly,Tampa,United States,FALSE,1,1,0,22,EUA,69,ESA,-47
2013-07-21,Estados Unidos,El Salvador,5,1,Gold Cup,Baltimore,United States,FALSE,4,1,0,22,EUA,69,ESA,-47
2017-07-19,Estados Unidos,El Salvador,2,0,Gold Cup,Philadelphia,United States,FALSE,2,1,0,22,EUA,69,ESA,-47
1996-11-20,El Salvador,Mexico,1,3,Friendly,Los Angeles,United States,TRUE,-2,0,1,69,"ESA
",11,MEX,58
1997-06-08,El Salvador,Mexico,0,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,-1,0,1,69,"ESA
",11,MEX,58
1998-11-17,El Salvador,Mexico,0,2,Friendly,Los Angeles,United States,TRUE,-2,0,1,69,"ESA
",11,MEX,58
2000-07-01,El Salvador,Mexico,0,3,Friendly,San Francisco,United States,TRUE,-3,0,1,69,"ESA
",11,MEX,58
2002-01-19,El Salvador,Mexico,0,1,Gold Cup,Pasadena,United States,TRUE,-1,0,1,69,"ESA
",11,MEX,58
2003-07-06,El Salvador,Mexico,2,1,Friendly,Carson,United States,TRUE,1,1,0,69,"ESA
",11,MEX,58
2009-06-06,El Salvador,Mexico,2,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,1,1,0,69,"ESA
",11,MEX,58
2012-06-12,El Salvador,Mexico,1,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,-1,0,1,69,"ESA
",11,MEX,58
2016-09-02,El Salvador,Mexico,1,3,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,-2,0,1,69,"ESA
",11,MEX,58
1997-10-05,Mexico,El Salvador,5,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,5,1,0,11,"MEX
",69,ESA,-58
2001-10-31,Mexico,El Salvador,4,1,Friendly,Puebla,Mexico,FALSE,3,1,0,11,"MEX
",69,ESA,-58
2009-10-10,Mexico,El Salvador,4,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE,3,1,0,11,"MEX
",69,ESA,-58
2011-06-05,Mexico,El Salvador,5,0,Gold Cup,Arlington,United States,TRUE,5,1,0,11,"MEX
",69,ESA,-58
2012-10-16,Mexico,El Salvador,2,0,FIFA World Cup qualification,Torreón,Mexico,FALSE,2,1,0,11,"MEX
",69,ESA,-58
2015-11-13,Mexico,El Salvador,3,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,3,1,0,11,"MEX
",69,ESA,-58
2017-07-09,Mexico,El Salvador,3,1,Gold Cup,San Diego,United States,TRUE,2,1,0,11,"MEX
",69,ESA,-58
1996-10-09,Costa Rica,Jamaica,0,0,Friendly,San José,Costa Rica,FALSE,0,0,0,46,"CRI
",48,JAM,-2
1997-05-11,Costa Rica,Jamaica,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,2,1,0,46,"CRI
",48,JAM,-2
1999-02-24,Costa Rica,Jamaica,9,0,Friendly,San José,Costa Rica,FALSE,9,1,0,46,"CRI
",48,JAM,-2
2001-06-20,Costa Rica,Jamaica,2,1,FIFA World Cup qualification,Alajuela,Costa Rica,FALSE,1,1,0,46,"CRI
",48,JAM,-2
2013-03-26,Costa Rica,Jamaica,2,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,2,1,0,46,"CRI
",48,JAM,-2
2015-07-08,Costa Rica,Jamaica,2,2,Gold Cup,Carson,United States,TRUE,0,0,0,46,"CRI
",48,JAM,-2
2016-03-29,Costa Rica,Jamaica,3,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,3,1,0,46,"CRI
",48,JAM,-2
2019-03-26,Costa Rica,Jamaica,1,0,Friendly,San José,Costa Rica,FALSE,1,1,0,46,"CRI
",48,JAM,-2
1993-07-04,Jamaica,Costa Rica,1,1,Friendly,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
1995-09-27,Jamaica,Costa Rica,2,0,Friendly,Kingston,Jamaica,FALSE,2,1,0,48,JAM,46,CRI,2
1996-09-04,Jamaica,Costa Rica,2,0,Friendly,Kingston,Jamaica,FALSE,2,1,0,48,JAM,46,CRI,2
1997-09-14,Jamaica,Costa Rica,1,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,1,1,0,48,JAM,46,CRI,2
1999-02-10,Jamaica,Costa Rica,1,1,Friendly,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
2001-11-11,Jamaica,Costa Rica,0,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,-1,0,1,48,JAM,46,CRI,2
2008-02-06,Jamaica,Costa Rica,1,1,Friendly,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
2009-07-07,Jamaica,Costa Rica,0,1,Gold Cup,Columbus,United States,TRUE,-1,0,1,48,JAM,46,CRI,2
2010-09-05,Jamaica,Costa Rica,1,0,Friendly,Kingston,Jamaica,FALSE,1,1,0,48,JAM,46,CRI,2
2010-11-17,Jamaica,Costa Rica,0,0,Friendly,Fort Lauderdale,United States,TRUE,0,0,0,48,JAM,46,CRI,2
2012-03-21,Jamaica,Costa Rica,0,0,Friendly,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
2013-09-10,Jamaica,Costa Rica,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
2016-03-25,Jamaica,Costa Rica,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,46,CRI,2
1996-12-01,Costa Rica,Estados Unidos,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,1,1,0,46,"CRI
",22,EUA,24
1997-03-23,Costa Rica,Estados Unidos,3,2,FIFA World Cup qualification,San José,Costa Rica,FALSE,1,1,0,46,"CRI
",22,EUA,24
2000-07-23,Costa Rica,Estados Unidos,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,1,1,0,46,"CRI
",22,EUA,24
2001-09-05,Costa Rica,Estados Unidos,2,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,2,1,0,46,"CRI
",22,EUA,24
2005-10-08,Costa Rica,Estados Unidos,3,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,3,1,0,46,"CRI
",22,EUA,24
2009-06-03,Costa Rica,Estados Unidos,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,2,1,0,46,"CRI
",22,EUA,24
2013-09-06,Costa Rica,Estados Unidos,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,2,1,0,46,"CRI
",22,EUA,24
2016-11-15,Costa Rica,Estados Unidos,4,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,4,1,0,46,"CRI
",22,EUA,24
1995-05-28,Estados Unidos,Costa Rica,1,2,Friendly,Tampa,United States,FALSE,-1,0,1,22,EUA,46,CRI,-24
1996-12-14,Estados Unidos,Costa Rica,2,1,FIFA World Cup qualification,Palo Alto,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
1997-09-07,Estados Unidos,Costa Rica,1,0,FIFA World Cup qualification,Portland,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
1998-02-07,Estados Unidos,Costa Rica,2,1,Gold Cup,Oakland,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
2000-10-11,Estados Unidos,Costa Rica,0,0,FIFA World Cup qualification,Columbus,United States,FALSE,0,0,0,22,EUA,46,CRI,-24
2001-04-25,Estados Unidos,Costa Rica,1,0,FIFA World Cup qualification,Kansas City,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
2002-02-02,Estados Unidos,Costa Rica,2,0,Gold Cup,Pasadena,United States,FALSE,2,1,0,22,EUA,46,CRI,-24
2003-07-26,Estados Unidos,Costa Rica,3,2,Gold Cup,Miami,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
2005-06-04,Estados Unidos,Costa Rica,3,0,FIFA World Cup qualification,Salt Lake City,United States,FALSE,3,1,0,22,EUA,46,CRI,-24
2005-07-12,Estados Unidos,Costa Rica,0,0,Gold Cup,Foxborough,United States,FALSE,0,0,0,22,EUA,46,CRI,-24
2009-10-14,Estados Unidos,Costa Rica,2,2,FIFA World Cup qualification,Washington,United States,FALSE,0,0,0,22,EUA,46,CRI,-24
2011-09-02,Estados Unidos,Costa Rica,0,1,Friendly,Carson,United States,FALSE,-1,0,1,22,EUA,46,CRI,-24
2013-03-22,Estados Unidos,Costa Rica,1,0,FIFA World Cup qualification,Commerce City,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
2013-07-16,Estados Unidos,Costa Rica,1,0,Gold Cup,East Hartford,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
2016-06-07,Estados Unidos,Costa Rica,4,0,Copa América,Chicago,United States,FALSE,4,1,0,22,EUA,46,CRI,-24
2017-07-22,Estados Unidos,Costa Rica,2,0,Gold Cup,Arlington,United States,FALSE,2,1,0,22,EUA,46,CRI,-24
2017-09-01,Estados Unidos,Costa Rica,0,2,FIFA World Cup qualification,Harrison,United States,FALSE,-2,0,1,22,EUA,46,CRI,-24
2019-02-02,Estados Unidos,Costa Rica,2,0,Friendly,San Jose,United States,FALSE,2,1,0,22,EUA,46,CRI,-24
2020-02-01,Estados Unidos,Costa Rica,1,0,Friendly,Carson,United States,FALSE,1,1,0,22,EUA,46,CRI,-24
1993-06-29,Costa Rica,Mexico,0,2,Friendly,San José,Costa Rica,FALSE,-2,0,1,46,"CRI
",11,MEX,35
1997-03-16,Costa Rica,Mexico,0,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,0,0,0,46,"CRI
",11,MEX,35
2001-10-07,Costa Rica,Mexico,0,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,0,0,0,46,"CRI
",11,MEX,35
2005-02-09,Costa Rica,Mexico,1,2,FIFA World Cup qualification,San José,Costa Rica,FALSE,-1,0,1,46,"CRI
",11,MEX,35
2009-07-23,Costa Rica,Mexico,1,1,Gold Cup,Chicago,United States,TRUE,0,0,0,46,"CRI
",11,MEX,35
2009-09-05,Costa Rica,Mexico,0,3,FIFA World Cup qualification,San José,Costa Rica,FALSE,-3,0,1,46,"CRI
",11,MEX,35
2012-09-07,Costa Rica,Mexico,0,2,FIFA World Cup qualification,San José,Costa Rica,FALSE,-2,0,1,46,"CRI
",11,MEX,35
2013-10-15,Costa Rica,Mexico,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,1,1,0,46,"CRI
",11,MEX,35
2017-09-05,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,FALSE,0,0,0,46,"CRI
",11,MEX,35
1997-06-19,Mexico,Costa Rica,1,1,Copa América,Santa Cruz,Bolivia,TRUE,0,0,0,11,"MEX
",46,CRI,-35
1997-11-09,Mexico,Costa Rica,3,3,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",46,CRI,-35
2001-06-16,Mexico,Costa Rica,1,2,FIFA World Cup qualification,Mexico City,Mexico,FALSE,-1,0,1,11,"MEX
",46,CRI,-35
2003-07-24,Mexico,Costa Rica,2,0,Gold Cup,Mexico City,Mexico,FALSE,2,1,0,11,"MEX
",46,CRI,-35
2004-03-31,Mexico,Costa Rica,2,0,Friendly,Carson,United States,TRUE,2,1,0,11,"MEX
",46,CRI,-35
2005-08-17,Mexico,Costa Rica,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,2,1,0,11,"MEX
",46,CRI,-35
2007-06-17,Mexico,Costa Rica,1,0,Gold Cup,Houston,United States,TRUE,1,1,0,11,"MEX
",46,CRI,-35
2009-03-28,Mexico,Costa Rica,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,2,1,0,11,"MEX
",46,CRI,-35
2011-06-12,Mexico,Costa Rica,4,1,Gold Cup,Chicago,United States,TRUE,3,1,0,11,"MEX
",46,CRI,-35
2012-09-11,Mexico,Costa Rica,1,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",46,CRI,-35
2013-06-11,Mexico,Costa Rica,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",46,CRI,-35
2015-06-27,Mexico,Costa Rica,2,2,Friendly,Orlando,United States,TRUE,0,0,0,11,"MEX
",46,CRI,-35
2015-07-19,Mexico,Costa Rica,1,0,Gold Cup,East Rutherford,United States,TRUE,1,1,0,11,"MEX
",46,CRI,-35
2017-03-24,Mexico,Costa Rica,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,2,1,0,11,"MEX
",46,CRI,-35
2018-10-11,Mexico,Costa Rica,3,2,Friendly,San Nicolás de los Garza,Mexico,FALSE,1,1,0,11,"MEX
",46,CRI,-35
2019-06-29,Mexico,Costa Rica,1,1,Gold Cup,Houston,United States,TRUE,0,0,0,11,"MEX
",46,CRI,-35
1994-11-22,Jamaica,Estados Unidos,0,3,Friendly,Kingston,Jamaica,FALSE,-3,0,1,48,JAM,22,EUA,26
1997-03-02,Jamaica,Estados Unidos,0,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,22,EUA,26
1999-09-08,Jamaica,Estados Unidos,2,2,Friendly,Kingston,Jamaica,FALSE,0,0,0,48,JAM,22,EUA,26
2001-06-16,Jamaica,Estados Unidos,0,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,22,EUA,26
2003-02-12,Jamaica,Estados Unidos,1,2,Friendly,Kingston,Jamaica,FALSE,-1,0,1,48,JAM,22,EUA,26
2004-08-18,Jamaica,Estados Unidos,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,22,EUA,26
2012-09-07,Jamaica,Estados Unidos,2,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,1,1,0,48,JAM,22,EUA,26
2013-06-07,Jamaica,Estados Unidos,1,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE,-1,0,1,48,JAM,22,EUA,26
1993-11-07,Estados Unidos,Jamaica,1,0,Friendly,Fullerton,United States,FALSE,1,1,0,22,EUA,48,JAM,-26
1997-10-03,Estados Unidos,Jamaica,1,1,FIFA World Cup qualification,Washington,United States,FALSE,0,0,0,22,EUA,48,JAM,-26
2001-10-07,Estados Unidos,Jamaica,2,1,FIFA World Cup qualification,Foxborough,United States,FALSE,1,1,0,22,EUA,48,JAM,-26
2002-05-16,Estados Unidos,Jamaica,5,0,Friendly,East Rutherford,United States,FALSE,5,1,0,22,EUA,48,JAM,-26
2004-11-17,Estados Unidos,Jamaica,1,1,FIFA World Cup qualification,Columbus,United States,FALSE,0,0,0,22,EUA,48,JAM,-26
2005-07-16,Estados Unidos,Jamaica,3,1,Gold Cup,Foxborough,United States,FALSE,2,1,0,22,EUA,48,JAM,-26
2006-04-11,Estados Unidos,Jamaica,1,1,Friendly,Cary,United States,FALSE,0,0,0,22,EUA,48,JAM,-26
2011-06-19,Estados Unidos,Jamaica,2,0,Gold Cup,Washington,United States,FALSE,2,1,0,22,EUA,48,JAM,-26
2012-09-11,Estados Unidos,Jamaica,1,0,FIFA World Cup qualification,Columbus,United States,FALSE,1,1,0,22,EUA,48,JAM,-26
2013-10-11,Estados Unidos,Jamaica,2,0,FIFA World Cup qualification,Kansas City,United States,FALSE,2,1,0,22,EUA,48,JAM,-26
2015-07-22,Estados Unidos,Jamaica,1,2,Gold Cup,Atlanta,United States,FALSE,-1,0,1,22,EUA,48,JAM,-26
2017-07-26,Estados Unidos,Jamaica,2,1,Gold Cup,Santa Clara,United States,FALSE,1,1,0,22,EUA,48,JAM,-26
2019-06-05,Estados Unidos,Jamaica,0,1,Friendly,Washington,United States,FALSE,-1,0,1,22,EUA,48,JAM,-26
2019-07-03,Estados Unidos,Jamaica,3,1,Gold Cup,Nashville,United States,FALSE,2,1,0,22,EUA,48,JAM,-26
1995-12-20,Jamaica,Mexico,2,1,Friendly,Kingston,Jamaica,FALSE,1,1,0,48,JAM,11,MEX,37
1996-11-17,Jamaica,Mexico,1,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,1,1,0,48,JAM,11,MEX,37
1997-11-16,Jamaica,Mexico,0,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,0,0,0,48,JAM,11,MEX,37
1998-02-12,Jamaica,Mexico,0,1,Gold Cup,Los Angeles,United States,TRUE,-1,0,1,48,JAM,11,MEX,37
2001-09-02,Jamaica,Mexico,1,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE,-1,0,1,48,JAM,11,MEX,37
2008-10-11,Jamaica,Mexico,1,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,1,1,0,48,JAM,11,MEX,37
2013-06-04,Jamaica,Mexico,0,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE,-1,0,1,48,JAM,11,MEX,37
2015-07-26,Jamaica,Mexico,1,3,Gold Cup,Philadelphia,United States,TRUE,-2,0,1,48,JAM,11,MEX,37
1996-10-16,Mexico,Jamaica,2,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",48,JAM,-37
1997-04-13,Mexico,Jamaica,6,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,6,1,0,11,"MEX
",48,JAM,-37
2001-03-25,Mexico,Jamaica,4,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,4,1,0,11,"MEX
",48,JAM,-37
2003-07-20,Mexico,Jamaica,5,0,Gold Cup,Mexico City,Mexico,FALSE,5,1,0,11,"MEX
",48,JAM,-37
2005-07-13,Mexico,Jamaica,1,0,Gold Cup,Houston,United States,TRUE,1,1,0,11,"MEX
",48,JAM,-37
2013-02-06,Mexico,Jamaica,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",48,JAM,-37
2016-06-09,Mexico,Jamaica,2,0,Copa América,Pasadena,United States,TRUE,2,1,0,11,"MEX
",48,JAM,-37
2017-07-13,Mexico,Jamaica,0,0,Gold Cup,Denver,United States,TRUE,0,0,0,11,"MEX
",48,JAM,-37
2017-07-23,Mexico,Jamaica,0,1,Gold Cup,Pasadena,United States,TRUE,-1,0,1,11,"MEX
",48,JAM,-37
1993-10-13,Estados Unidos,Mexico,1,1,Friendly,Washington,United States,FALSE,0,0,0,22,EUA,11,MEX,11
1994-06-04,Estados Unidos,Mexico,1,0,Friendly,Pasadena,United States,FALSE,1,1,0,22,EUA,11,MEX,11
1995-06-18,Estados Unidos,Mexico,4,0,USA Cup,Washington,United States,FALSE,4,1,0,22,EUA,11,MEX,11
1995-07-17,Estados Unidos,Mexico,0,0,Copa América,Paysandú,Uruguay,TRUE,0,0,0,22,EUA,11,MEX,11
1996-06-16,Estados Unidos,Mexico,2,2,USA Cup,Pasadena,United States,FALSE,0,0,0,22,EUA,11,MEX,11
1997-01-19,Estados Unidos,Mexico,0,2,USA Cup,Pasadena,United States,FALSE,-2,0,1,22,EUA,11,MEX,11
1997-04-20,Estados Unidos,Mexico,2,2,FIFA World Cup qualification,Foxborough,United States,FALSE,0,0,0,22,EUA,11,MEX,11
1998-02-15,Estados Unidos,Mexico,0,1,Gold Cup,Los Angeles,United States,FALSE,-1,0,1,22,EUA,11,MEX,11
1999-03-13,Estados Unidos,Mexico,1,2,USA Cup,San Diego,United States,FALSE,-1,0,1,22,EUA,11,MEX,11
2000-06-11,Estados Unidos,Mexico,3,0,USA Cup,East Rutherford,United States,FALSE,3,1,0,22,EUA,11,MEX,11
2000-10-25,Estados Unidos,Mexico,2,0,Friendly,Los Angeles,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2001-02-28,Estados Unidos,Mexico,2,0,FIFA World Cup qualification,Columbus,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2003-05-08,Estados Unidos,Mexico,0,0,Friendly,Houston,United States,FALSE,0,0,0,22,EUA,11,MEX,11
2004-04-28,Estados Unidos,Mexico,1,0,Friendly,Dallas,United States,FALSE,1,1,0,22,EUA,11,MEX,11
2005-09-03,Estados Unidos,Mexico,2,0,FIFA World Cup qualification,Columbus,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2007-02-07,Estados Unidos,Mexico,2,0,Friendly,Glendale,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2007-06-24,Estados Unidos,Mexico,2,1,Gold Cup,Chicago,United States,FALSE,1,1,0,22,EUA,11,MEX,11
2008-02-06,Estados Unidos,Mexico,2,2,Friendly,Houston,United States,FALSE,0,0,0,22,EUA,11,MEX,11
2009-02-11,Estados Unidos,Mexico,2,0,FIFA World Cup qualification,Columbus,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2009-07-26,Estados Unidos,Mexico,0,5,Gold Cup,East Rutherford,United States,FALSE,-5,0,1,22,EUA,11,MEX,11
2011-06-25,Estados Unidos,Mexico,2,4,Gold Cup,Pasadena,United States,FALSE,-2,0,1,22,EUA,11,MEX,11
2011-08-10,Estados Unidos,Mexico,1,1,Friendly,Philadelphia,United States,FALSE,0,0,0,22,EUA,11,MEX,11
2013-09-10,Estados Unidos,Mexico,2,0,FIFA World Cup qualification,Columbus,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2015-04-15,Estados Unidos,Mexico,2,0,Friendly,San Antonio,United States,FALSE,2,1,0,22,EUA,11,MEX,11
2015-10-10,Estados Unidos,Mexico,2,3,Friendly,Pasadena,United States,FALSE,-1,0,1,22,EUA,11,MEX,11
2018-09-11,Estados Unidos,Mexico,1,0,Friendly,Nashville,United States,FALSE,1,1,0,22,EUA,11,MEX,11
2019-07-07,Estados Unidos,Mexico,0,1,Gold Cup,Chicago,United States,FALSE,-1,0,1,22,EUA,11,MEX,11
2019-09-06,Estados Unidos,Mexico,0,3,Friendly,East Rutherford,United States,TRUE,-3,0,1,22,EUA,11,MEX,11
1997-11-02,Mexico,Estados Unidos,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",22,EUA,-11
1999-08-01,Mexico,Estados Unidos,1,0,Confederations Cup,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",22,EUA,-11
2001-07-01,Mexico,Estados Unidos,1,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",22,EUA,-11
2002-06-17,Mexico,Estados Unidos,0,2,FIFA World Cup,Jeonju,South Korea,TRUE,-2,0,1,11,"MEX
",22,EUA,-11
2005-03-27,Mexico,Estados Unidos,2,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",22,EUA,-11
2009-08-12,Mexico,Estados Unidos,2,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE,1,1,0,11,"MEX
",22,EUA,-11
2012-08-15,Mexico,Estados Unidos,0,1,Friendly,Mexico City,Mexico,FALSE,-1,0,1,11,"MEX
",22,EUA,-11
2013-03-26,Mexico,Estados Unidos,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",22,EUA,-11
2017-06-11,Mexico,Estados Unidos,1,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE,0,0,0,11,"MEX
",22,EUA,-11